Address,value
22711673914,1000000
22801677220,2400000
22803680423,1000000
22907695714,3000000
22902690523,800000
22903691326,500000
22901689317,2500000
22902690123,1000000
23002703921,2500000
23002703923,8500000
23003706715,4000000
23005707120,15000000
23001701123,4000000
23003706714,500000
23006709126,3000000
23002702329,5000000
23006709513,10000000
23001700723,7000000
23005707926,3000000
20005388726,5000000
20005388729,4000000
20002386313,1700000
20001383916,3000000
20001383923,10000000
20007391920,4000000
20009393129,4000000
20009393126,4000000
20001384323,4500000
20012395926,800000
20102398420,2000000
20103398926,4000000
20111403718,3000000
20113404823,5000000
20103398929,5500000
20201406023,8000000
20215412026,5000000
20205408829,6500000
20218412814,3000000
20321425626,3000000
20311421220,3000000
20408434326,2500000
20407433529,6000000
20502441214,3500000
20507445620,4000000
20503442829,5000000
20509447222,1000000
20610456929,2000000
20607454917,1500000
20607454923,3000000
20616460515,3000000
20711469821,1200000
20702463814,2500000
20707467417,2000000
20707467429,5000000
20707467414,500000
20701473414,6000000
20715472615,3000000
20712470622,4000000
20706466217,3500000
20916496320,5500000
20916495917,5000000
20916495529,4500000
20923500320,1500000
20937502729,3000000
20932501918,2000000
20929501126,2000000
20933503123,5000000
20920499129,1000000
21011509526,5000000
21021506729,1500000
21013514723,3000000
21004515114,3200000
21015511920,4000000
21014510717,6000000
21008507526,5000000
21008507514,2000000
21115526420,2500000
21110523214,1500000
21303538020,3000000
21302536826,3500000
21308543618,1000000
21304538813,2000000
21305540026,1200000
21304539217,3000000
21302536029,3500000
21304539623,8000000
21304539620,2000000
21404547623,1500000
21407552026,8500000
21403547226,1000000
21508560520,2500000
21502555729,2000000
21503556917,2500000
21505558520,2000000
21502555320,2000000
21604567223,2000000
21605568417,3700000
21604567629,3000000
21604567626,3000000
21604568029,3000000
21701573926,5500000
21703577117,2000000
21701573920,5000000
21701573923,2500000
21701573529,6000000
21703577514,2500000
21703577529,2800000
21704577923,2000000
21806587719,5000000
21806587726,3000000
21803585323,5000000
21807588614,5000000
21810591426,7000000
21806587721,5000000
21806587729,7000000
21810590623,7000000
21807588626,10000000
21802583726,4500000
21803585326,2200000
21809590218,5000000
22003603520,5500000
22002601526,2500000
22006606323,3000000
22004605121,3000000
22004605123,2000000
22001600724,4500000
22105614213,2000000
22104612624,4500000
22105613816,4000000
22111619923,4500000
22105615016,3000000
22105614617,10500000
22103611029,2000000
22101609420,2700000
22202620429,450000
22211630429,2500000
22209628826,2000000
22205624414,2000000
22303633019,6000000
22319639120,3000000
22301631715,4000000
22313637017,2000000
22321639526,1000000
22310635818,5000000
22310635820,5500000
22309635018,2000000
22309635020,3000000
22313636618,7000000
22313636621,7000000
22313636626,7000000
22319638729,5000000
22301631716,8000000
22301631314,12000000
22303633026,6000000
22310635414,7000000
22310635426,8500000
22310635429,4000000
22313636613,7000000
22313636622,7000000
22312636220,3000000
22313636629,7000000
22319638720,4000000
22319638724,5000000
22319638726,2000000
22319639126,3000000
22321639523,2500000
22404643414,2000000
22404643417,2000000
22407646220,5000000
22501650619,50000
22501650629,2500000
22501653020,1500000
22501651429,2800000
22501653826,6000000
22501652226,4000000
22605662926,1500000
22707670429,3500000
22714676026,1500000
22701665129,4000000
22804681723,3000000
22802679726,3000000
22802679720,5000000
22802678920,4000000
22802678926,2000000
22802678929,1500000
22802678526,3000000
22802678913,2500000
22802678914,600000
22804681714,3000000
22911699029,3000000
22902690624,1300000
22905694229,1300000
22905694223,1500000
23002702421,5000000
23002702429,3000000
23002702422,4000000
23002702426,3000000
23003706820,5000000
23005707226,2500000
23002703623,4000000
23003706420,4800000
23001700414,10000000
23001700423,10000000
23001700417,10000000
23003705629,4700000
23003705620,5000000
23001700429,1000000
23001700426,2000000
23003705614,6000000
23003705617,6000000
23003705623,3700000
23006708422,12000000
23003706423,2000000
23001700420,3000000
23006708026,8000000
23006709226,7000000
20010393624,2000000
20010393615,2500000
20004387618,3000000
20005388816,9500000
20006389622,4000000
20010394429,1000000
20107401718,6000000
20107401717,8000000
20107401719,8000000
20210410523,2500000
20210410517,2500000
20225415723,3000000
20225415726,1000000
20220413723,6000000
20202407717,5000000
20314422922,5500000
20303418129,3000000
20303418126,3000000
20306419317,3000000
20407433626,6000000
20407433617,5000000
20407433620,3500000
20407433619,5500000
20411436414,3000000
20410435623,3000000
20410436015,3000000
20416438829,5000000
20416438826,4000000
20410436029,2500000
20509446917,4000000
20503442515,5000000
20501440120,2000000
20503442520,2000000
20507445314,4000000
20509446920,5000000
20503442920,3500000
20503442923,3000000
20503442926,4000000
20603453022,6000000
20615460226,3000000
20614459026,3000000
20604453423,4000000
20612458217,3000000
